"Name.en","Name.fr","Name.de"
"[SA5] Private nonfarm earnings: Coal mining","[SA5] privées gains non agricoles: les mines de charbon","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Der Kohlebergbau"
"[SA6] Private nonfarm compensation: Coal mining","[SA6] Private rémunération non agricole: les mines de charbon","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Der Kohlebergbau"
"[SA7] Private nonfarm wages and salaries: Coal mining","[SA7] traitements et salaires non agricoles privés: L'extraction du charbon","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Kohlebergbau"
"[CA35] Medical benefits","[CA35] Les prestations médicales","[CA35] Medizinische Leistungen"
"[SA35] Medical benefits","[SA35] Les prestations médicales","[SA35] Medizinische Leistungen"
"[CA35] Medicare benefits","avantages [CA35] Medicare","[CA35] Medicare-Leistungen"
"[SA35] Medicare benefits","avantages [SA35] Medicare","[SA35] Medicare-Leistungen"
"[SQ35] Medicare benefits","avantages [SQ35] Medicare","[SQ35] Medicare-Leistungen"
"[CA35] Public assistance medical care benefits","[CA35] assistance publique prestations de soins médicaux","[CA35] Öffentliche Hilfe medizinische Pflegeleistungen"
"[SA35] Public assistance medical care benefits","[SA35] assistance publique prestations de soins médicaux","[SA35] Öffentliche Hilfe medizinische Pflegeleistungen"
"[SA35] Medicaid","[SA35] Medicaid","[SA35] Medicaid"
"[SQ35] Medicaid","[SQ35] Medicaid","[SQ35] Medicaid"
"[SA35] Other medical care benefits","[SA35] Autres prestations de soins médicaux","[SA35] Andere medizinische Pflegeleistungen"
"[CA35] Military medical insurance benefits","[CA35] des prestations médicales militaires d'assurance","[CA35] Military Krankenversicherung Vorteile"
"[SA35] Military medical insurance benefits","[SA35] militaires prestations d'assurance médicale","[SA35] Military Krankenversicherung Vorteile"
"[CA30] Nonfarm proprietors' income","[CA30] les revenus des propriétaires Nonfarm","[CA30] Nichtfarmlohn- Inhaberin Einkommen"
"[CA5] Private nonfarm earnings: Oil and gas extraction","[CA5] Le bénéfice non agricole privé: L'extraction de pétrole et de gaz","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Öl- und Gasförderung"
"[CA6] Private nonfarm compensation: Oil and gas extraction","[CA6] Private rémunération non agricole: extraction de pétrole et de gaz","[CA6] Privat außerhalb der Landwirtschaft Kompensation: Öl- und Gasförderung"
"[SA25] Private nonfarm employment: Oil and gas extraction","[SA25] l'emploi non agricole privé: extraction de pétrole et de gaz","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Öl- und Gasförderung"
"[SA27] Private nonfarm wage and salary employment: Oil and gas extraction","[SA27] salaire privé non agricole et de l'emploi de salaire: extraction de pétrole et de gaz","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Öl- und Gasförderung"
"[SA30] Nonfarm proprietors' income","[SA30] les revenus des propriétaires Nonfarm","[SA30] Nichtfarmlohn- Inhaberin Einkommen"
"[SA5] Private nonfarm earnings: Oil and gas extraction","[SA5] Le bénéfice non agricole privé: L'extraction de pétrole et de gaz","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Öl- und Gasförderung"
"[SA50] State and local personal property taxes","taxes sur les biens personnels [SA50] État et locales","[SA50] Staatliche und lokale Vermögenssteuer"
"[SA6] Private nonfarm compensation: Oil and gas extraction","[SA6] Private rémunération non agricole: extraction de pétrole et de gaz","[SA6] Privat außerhalb der Landwirtschaft Kompensation: Öl- und Gasförderung"
"[SA7] Private nonfarm wages and salaries: Oil and gas extraction","[SA7] traitements et salaires non agricoles privés: L'extraction de pétrole et de gaz","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Öl- und Gasförderung"
"[CA35] Income maintenance benefits","prestations de maintien du revenu [de CA35]","[CA35] Einkommenssicherung Vorteile"
"[SA35] Income maintenance benefits","[SA35] prestations de maintien du revenu","[SA35] Einkommenssicherung Vorteile"
"[CA35] Supplemental security income (SSI) benefits","[CA35] revenu de sécurité supplémentaire (SSI) Prestations","[CA35] zusätzliche Sicherheit Einkommen (SSI) Vorteile"
"[SA35] Supplemental security income (SSI) benefits","[SA35] revenu de sécurité supplémentaire (SSI) Prestations","[SA35] zusätzliche Sicherheit Einkommen (SSI) Vorteile"
"[CA35] Earned Income Tax Credit (EITC)","[CA35] Earned Income Tax Credit (EITC)","[CA35] Earned Income Tax Credit (EITC)"
"[SA35] Earned Income Tax Credit (EITC)","Crédit d'impôt [SA35] Earned Income (EITC)","[SA35] Earned Income Tax Credit (EITC)"
"[CA35] Supplemental Nutrition Assistance Program (SNAP)","Programme d'aide [CA35] Supplemental Nutrition (SNAP)","[CA35] Supplemental Nutrition Assistance Program (SNAP)"
"[SA35] Supplemental Nutrition Assistance Program (SNAP)","Programme d'aide [SA35] Supplemental Nutrition (SNAP)","[SA35] Supplemental Nutrition Assistance Program (SNAP)"
"[CA35] Other income maintenance benefits","Autres avantages de maintien du revenu [de CA35]","[CA35] Sonstige Erträge Wartungsleistungen"
"[SA35] Other income maintenance benefits","[SA35] D'autres avantages de maintien du revenu","[SA35] Sonstige Erträge Wartungsleistungen"
"[SA35] Family assistance","[SA35] L'aide aux familles","[SA35] Familienhilfe"
"[SA35] Excluding family assistance","aide à la famille [SA35] Hors","[SA35] ohne Familienhilfe"
"[CA30] Total employment","[CA30] L'emploi total","[CA30] Die Gesamtbeschäftigung"
"[CA45] Value of inventory change","[CA45] Valeur de la variation des stocks","[CA45] Wert der Bestandsänderung"
"[CA5] Private nonfarm earnings: Nonmetallic minerals, except fuels","[CA5] privées bénéfice non agricoles: les minéraux non métalliques, à l'exception des carburants","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[CA6] Private nonfarm compensation: Nonmetallic minerals, except fuels","[CA6] Private rémunération non agricole: les minéraux non métalliques, à l'exception des carburants","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[SA25] Private nonfarm employment: Nonmetallic minerals, except fuels","[SA25] de l'emploi non agricole privé: minéraux non métalliques, à l'exception des carburants","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[SA27] Private nonfarm wage and salary employment: Nonmetallic minerals, except fuels","[SA27] salaire privé non agricole et de l'emploi de salaire: minéraux non métalliques, à l'exception des carburants","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[SA30] Total employment","[SA30] L'emploi total","[SA30] Die Gesamtbeschäftigung"
"[SA45] Value of inventory change","[SA45] Valeur de la variation des stocks","[SA45] Wert der Bestandsänderung"
"[SA5] Private nonfarm earnings: Nonmetallic minerals, except fuels","[SA5] privées bénéfice non agricoles: les minéraux non métalliques, à l'exception des carburants","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[SA6] Private nonfarm compensation: Nonmetallic minerals, except fuels","[SA6] Private rémunération non agricole: les minéraux non métalliques, à l'exception des carburants","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[SA7] Private nonfarm wages and salaries: Nonmetallic minerals, except fuels","[SA7] salaires privés non agricoles et les salaires: les minéraux non métalliques, à l'exception des carburants","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Nichtmetallische Mineralien, ausgenommen Brennstoffe"
"[CA35] Unemployment insurance compensation","[CA35] compensation de l'assurance-chômage","[CA35] Arbeitslosenversicherung Entschädigung"
"[SA35] Unemployment insurance compensation","[SA35] compensation de l'assurance-chômage","[SA35] Die Arbeitslosenversicherung Entschädigung"
"[CA35] State unemployment insurance compensation","[CA35] État compensation de l'assurance-chômage","[CA35] Versicherung Entschädigung staatliche Arbeitslosen"
"[SA35] State unemployment insurance compensation","[SA35] État compensation de l'assurance-chômage","[SA35] Versicherung Entschädigung staatliche Arbeitslosen"
"[SQ35] State unemployment insurance compensation","[SQ35] État compensation de l'assurance-chômage","[SQ35] Versicherung Entschädigung staatliche Arbeitslosen"
"[CA35] Excluding state unemployment insurance compensation","[CA35] Hors état compensation de l'assurance-chômage","[CA35] Zustand Arbeitslosenversicherung Leistung unter Ausschluss"
"[SA35] Excluding state unemployment insurance compensation","[SA35] Hors état compensation de l'assurance-chômage","[SA35] mit Ausnahme der staatlichen Arbeitslosenversicherung Entschädigung"
"[SA35] Unemployment compensation for Federal civilian employees (UCFE)","[SA35] L'indemnisation du chômage pour les employés civils fédéraux (UCFE)","[SA35] Arbeitslosengeld für Bundeszivilangestellte (UCFE)"
"[SA35] Unemployment compensation for railroad employees","[SA35] L'indemnisation du chômage pour les employés de chemin de fer","[SA35] Arbeitslosengeld für Eisenbahner"
"[SA35] Unemployment compensation for veterans (UCX)","[SA35] L'indemnisation du chômage pour les anciens combattants (UCX)","[SA35] Arbeitslosengeld für Veteranen (UCX)"
"[SA35] Other unemployment compensation","[SA35] Autre indemnisation du chômage","[SA35] Andere Entschädigung Arbeitslosigkeit"
"[CA30] Wage and salary employment","[CA30] emploi salarié","[CA30] Lohn- und Gehalts Beschäftigung"
"[CA45] Value of inventory change: livestock","[CA45] Valeur de la variation des stocks: le bétail","[CA45] Wert der Bestandsänderung: Vieh"
"[SA30] Wage and salary employment","[SA30] emploi salarié","[SA30] Lohn- und Gehalts Beschäftigung"
"[SA45] Value of inventory change: livestock","[SA45] Valeur de la variation des stocks: le bétail","[SA45] Wert der Bestandsänderung: Vieh"
"[CA35] Veterans' benefits","[CA35] avantages anciens combattants","[CA35] Veterans 'Vorteile"
"[SA35] Veterans' benefits","[SA35] avantages anciens combattants","[SA35] Veterans 'Vorteile"
"[SA35] Veterans' pension and disability benefits","[SA35] retraite et d'invalidité des anciens combattants","[SA35] Veterans 'Renten- und Invaliditätsleistungen"
"[SA35] Veterans' readjustment benefits","[SA35] avantages de réajustement des anciens combattants","[SA35] Veterans 'Nachstellung Vorteile"
"[SA35] Veterans' life insurance benefits","[SA35] prestations d'assurance-vie des anciens combattants","[SA35] Veterans 'Lebensversicherungsleistungen"
"[SA35] Other assistance to veterans","[SA35] Autre assistance aux anciens combattants","[SA35] Weitere Hilfe für Veteranen"
"[CA30] Proprietors employment","emploi [CA30] Proprietors","[CA30] Proprietors Beschäftigung"
"[CA45] Value of inventory change: crops","[CA45] Valeur de la variation des stocks: cultures","[CA45] Wert der Bestandsänderung: Getreide"
"[SA30] Proprietors employment","emploi [SA30] Proprietors","[SA30] Proprietors Beschäftigung"
"[SA45] Value of inventory change: crops","[SA45] Valeur de la variation des stocks: cultures","[SA45] Wert der Bestandsänderung: Getreide"
"[CA35] Education and training assistance","[CA35] Éducation et aide à la formation","[CA35] Aus- und Weiterbildung Hilfe"
"[SA35] Education and training assistance","[SA35] Éducation et aide à la formation","[SA35] Aus- und Weiterbildung Hilfe"
"[CA45] Value of inventory change: materials and supplies","[CA45] Valeur de la variation des stocks: matériaux et fournitures","[CA45] Wert der Bestandsänderung: Materialien und Zubehör"
"[SA45] Value of inventory change: materials and supplies","[SA45] Valeur de la variation des stocks: matériaux et fournitures","[SA45] Wert der Bestandsänderung: Materialien und Zubehör"
"[CA30] Farm proprietors employment","[CA30] propriétaires agricoles emploi","[CA30] Landbesitzer Beschäftigung"
"[CA45] Total cash receipts and other income","[CA45] Les recettes monétaires totales et autres revenus","[CA45] Summe Zahlungseingänge und sonstige Erträge"
"[SA30] Farm proprietors employment","[SA30] propriétaires agricoles emploi","[SA30] Landbesitzer Beschäftigung"
"[SA45] Total cash receipts and other income","[SA45] Les recettes monétaires totales et autres revenus","[SA45] Summe Zahlungseingänge und sonstige Erträge"
"[CA35] Other transfer receipts of individuals from governments","[CA35] Autres recettes de transfert des individus des gouvernements","[CA35] Andere Transfereinnahmen von Personen aus Regierungen"
"[SA35] Other transfer receipts of individuals from governments","[SA35] Autres recettes de transfert des individus des gouvernements","[SA35] Andere Transfereinnahmen von Personen aus Regierungen"
"[CA30] Nonfarm proprietors employment","[CA30] propriétaires Nonfarm emploi","[CA30] Nichtfarmlohn- Eigentümer Beschäftigung"
"[CA45] Production expenses","[CA45] Les frais de production","[CA45] Produktionskosten"
"[SA30] Nonfarm proprietors employment","[SA30] Nonfarm propriétaires emploi","[SA30] Nichtfarmlohn- Eigentümer Beschäftigung"
"[SA45] Production expenses","[SA45] Les frais de production","[SA45] Produktionskosten"
"[CA30] Average earnings per job","[CA30] Le revenu moyen par emploi","[CA30] Durchschnittliche Gewinn pro Job"
"[CA45] Realized net income","[CA45] Le revenu net réalisé","[CA45] Realisierte Nettoeinkommen"
"[SA30] Average earnings per job","[SA30] Le revenu moyen par emploi","[SA30] Durchschnittliche Gewinn pro Job"
"[SA45] Realized net income","[SA45] Le revenu net réalisé","[SA45] Realisierte Nettoeinkommen"
"[CA1] Per capita personal income","[CA1] revenu personnel par habitant","[CA1] Der Pro-Kopf persönliches Einkommen"
"[RPP1] RPPs: Services: Rents","[RPP1] RRA: Services: Loyers","[RPP1] RPPs: Dienstleistungen: Die Mieten"
"[SA1] Per capita personal income","[SA1] revenu personnel par habitant","[SA1] Der Pro-Kopf persönliches Einkommen"
"[SQ1] Per capita personal income","[SQ1] revenu personnel par habitant","[SQ1] Der Pro-Kopf persönliches Einkommen"
"[CA4] Per capita personal income","[CA4] revenu personnel par habitant","[CA4] Der Pro-Kopf persönliches Einkommen"
"[CA5] Per capita personal income","[CA5] revenu personnel par habitant","[CA5] Der Pro-Kopf persönliches Einkommen"
"[CA5N] Per capita personal income","[CA5N] revenu personnel par habitant","[CA5N] Der Pro-Kopf persönliches Einkommen"
"[CA91] Adjustment for residence","[CA91] Ajustement de résidence","[CA91] Einstellung für den Aufenthalt"
"[SA4] Per capita personal income","[SA4] revenu personnel par habitant","[SA4] Der Pro-Kopf persönliches Einkommen"
